# Created: 2019-11-28 14:34:52.868341
# rshift intensity
76.1738 0.05665999999999993
76.4989 0.05332999999999988
76.824 0.04999999999999982
77.1491 0.05665999999999993
77.4721 0.029999999999999805
77.7972 0.05999999999999961
78.1223 0.03332999999999986
78.4474 0.05999999999999961
78.7724 0.029999999999999805
79.0975 0.05332999999999988
79.4204 0.02332999999999963
79.7454 0.0
80.0704 0.026659999999999684
80.3954 0.05332999999999988
80.7204 0.029999999999999805
81.0454 0.02332999999999963
81.3682 0.04999999999999982
81.6931 0.016659999999999897
82.0181 0.04999999999999982
82.343 0.05332999999999988
82.6679 0.05332999999999988
82.9907 0.04999999999999982
83.3156 0.006659999999999666
83.6405 0.0466599999999997
83.9654 0.04332999999999965
84.2903 0.029999999999999805
84.613 0.03999999999999959
84.9378 0.0466599999999997
85.2626 0.04332999999999965
85.5875 0.013329999999999842
85.9101 0.036659999999999915
86.2349 0.03999999999999959
86.5597 0.0733299999999999
86.8845 0.013329999999999842
87.2093 0.029999999999999805
87.5319 0.04999999999999982
87.8566 0.036659999999999915
88.1814 0.0466599999999997
88.5061 0.05665999999999993
88.8286 0.04332999999999965
89.1533 0.03999999999999959
89.478 0.02332999999999963
89.8027 0.05999999999999961
90.1252 0.05665999999999993
90.4499 0.029999999999999805
90.7745 0.07999999999999963
91.0992 0.016659999999999897
91.4216 0.04999999999999982
91.7462 0.06332999999999966
92.0708 0.04999999999999982
92.3954 0.05665999999999993
92.7179 0.03999999999999959
93.0424 0.036659999999999915
93.367 0.05665999999999993
93.6915 0.04999999999999982
94.0139 0.04332999999999965
94.3384 0.06332999999999966
94.6629 0.03332999999999986
94.9853 0.0466599999999997
95.3098 0.03999999999999959
95.6342 0.0466599999999997
95.9587 0.0466599999999997
96.281 0.04332999999999965
96.6055 0.029999999999999805
96.9299 0.036659999999999915
97.2522 0.04999999999999982
97.5766 0.05332999999999988
97.901 0.06999999999999984
98.2232 0.036659999999999915
98.5476 0.04999999999999982
98.8719 0.04999999999999982
99.1942 0.04332999999999965
99.5185 0.06665999999999972
99.8428 0.05999999999999961
100.165 0.04332999999999965
100.489 0.04999999999999982
100.814 0.05332999999999988
101.136 0.06332999999999966
101.46 0.07999999999999963
