# rshift,intensity
80.543123,0.283579
80.855713,0.283580
81.168303,0.283581
81.480893,0.283582
81.793483,0.283583
82.106073,0.283584
82.418663,0.283585
82.731253,0.283586
83.043843,0.283587
83.356433,0.283588
83.669023,0.283588
83.981613,0.283589
84.294203,0.283590
84.606793,0.283591
84.919383,0.283592
85.231973,0.283593
85.544563,0.283594
85.857153,0.283595
86.169743,0.283596
86.482333,0.283597
86.794923,0.283598
87.107513,0.283599
87.420103,0.283600
87.732693,0.283601
88.045283,0.283602
88.357873,0.283603
88.670463,0.283604
88.983053,0.283605
89.295643,0.283606
89.608233,0.283607
89.920823,0.283608
90.233413,0.283609
90.546003,0.283610
90.858593,0.283611
91.171183,0.283612
91.483773,0.283613
91.796363,0.283614
92.108953,0.283616
92.421543,0.283617
92.734133,0.283618
93.046723,0.283619
93.359313,0.283620
93.671903,0.283621
93.984493,0.283622
94.297083,0.283623
94.609673,0.283624
94.922263,0.283625
95.234853,0.283626
95.547443,0.283627
95.860033,0.283628
96.172623,0.283629
96.485213,0.283630
96.797803,0.283631
97.110393,0.283632
97.422983,0.283633
97.735573,0.283635
98.048163,0.283636
98.360753,0.283637
98.673343,0.283638
98.985933,0.283639
99.298523,0.283640
99.611113,0.283641
99.923703,0.283642
100.236293,0.283643
100.548883,0.283644
100.861473,0.283646
101.174063,0.283647
101.486653,0.283648
101.799243,0.283649
102.111833,0.283650
102.424423,0.283651
102.737013,0.283652
103.049603,0.283653
103.362193,0.283654
103.674783,0.283656
103.987373,0.283657
104.299963,0.283658
104.612553,0.283659
104.925143,0.283660
105.237733,0.283661
105.550323,0.283662
105.862913,0.283664
106.175503,0.283665
106.488093,0.283666
106.800683,0.283667
107.113273,0.283668
107.425863,0.283669
107.738453,0.283671
108.051043,0.283672
108.363633,0.283673
108.676223,0.283674
108.988813,0.283675
109.301403,0.283676
109.613993,0.283678
109.926583,0.283679
110.239173,0.283680
110.551763,0.283681
110.864353,0.283682
111.176943,0.283684
111.489533,0.283685
111.802123,0.283686
112.114713,0.283687
112.427303,0.283688
112.739893,0.283690
113.052483,0.283691
113.365073,0.283692
113.677663,0.283693
113.990253,0.283695
114.302843,0.283696
114.615433,0.283697
114.928023,0.283698
115.240613,0.283700
115.553203,0.283701
115.865793,0.283702
116.178383,0.283703
116.490973,0.283705
116.803563,0.283706
117.116153,0.283707
117.428743,0.283708
117.741333,0.283710
118.053923,0.283711
118.366513,0.283712
118.679103,0.283713
118.991693,0.283715
119.304283,0.283716
119.616873,0.283717
119.929463,0.283719
120.242053,0.283720
120.554643,0.283721
120.867233,0.283722
121.179822,0.283724
121.492412,0.283725
121.805002,0.283726
122.117592,0.283728
122.430182,0.283729
122.742772,0.283730
123.055362,0.283732
123.367952,0.283733
123.680542,0.283734
123.993132,0.283736
124.305722,0.283737
124.618312,0.283738
124.930902,0.283740
125.243492,0.283741
125.556082,0.283742
125.868672,0.283744
126.181262,0.283745
126.493852,0.283747
126.806442,0.283748
127.119032,0.283749
127.431622,0.283751
127.744212,0.283752
128.056802,0.283753
128.369392,0.283755
128.681982,0.283756
128.994572,0.283758
129.307162,0.283759
129.619752,0.283760
129.932342,0.283762
130.244932,0.283763
130.557522,0.283765
130.870112,0.283766
131.182702,0.283767
131.495292,0.283769
131.807882,0.283770
132.120472,0.283772
132.433062,0.283773
132.745652,0.283775
133.058242,0.283776
133.370832,0.283778
133.683422,0.283779
133.996012,0.283780
134.308602,0.283782
134.621192,0.283783
134.933782,0.283785
135.246372,0.283786
135.558962,0.283788
135.871552,0.283789
136.184142,0.283791
136.496732,0.283792
136.809322,0.283794
137.121912,0.283795
137.434502,0.283797
137.747092,0.283798
138.059682,0.283800
138.372272,0.283801
138.684862,0.283803
138.997452,0.283804
139.310042,0.283806
139.622632,0.283807
139.935222,0.283809
140.247812,0.283810
140.560402,0.283812
140.872992,0.283814
141.185582,0.283815
141.498172,0.283817
141.810762,0.283818
142.123352,0.283820
142.435942,0.283821
142.748532,0.283823
143.061122,0.283825
143.373712,0.283826
143.686302,0.283828
143.998892,0.283829
144.311482,0.283831
144.624072,0.283833
144.936662,0.283834
145.249252,0.283836
145.561842,0.283837
145.874432,0.283839
146.187022,0.283841
146.499612,0.283842
146.812202,0.283844
147.124792,0.283846
147.437382,0.283847
147.749972,0.283849
148.062562,0.283850
148.375152,0.283852
148.687742,0.283854
149.000332,0.283855
149.312922,0.283857
149.625512,0.283859
149.938102,0.283861
150.250692,0.283862
150.563282,0.283864
150.875872,0.283866
151.188462,0.283867
151.501052,0.283869
151.813642,0.283871
152.126232,0.283872
152.438822,0.283874
152.751412,0.283876
153.064002,0.283878
153.376592,0.283879
153.689182,0.283881
154.001772,0.283883
154.314362,0.283885
154.626952,0.283886
154.939542,0.283888
155.252132,0.283890
155.564722,0.283892
155.877312,0.283893
156.189902,0.283895
156.502492,0.283897
156.815082,0.283899
157.127672,0.283901
157.440262,0.283902
157.752852,0.283904
158.065442,0.283906
158.378032,0.283908
158.690622,0.283910
159.003212,0.283912
159.315802,0.283913
159.628392,0.283915
159.940982,0.283917
160.253572,0.283919
160.566162,0.283921
160.878752,0.283923
161.191342,0.283925
161.503932,0.283926
161.816522,0.283928
162.129112,0.283930
162.441702,0.283932
162.754292,0.283934
163.066882,0.283936
163.379472,0.283938
163.692062,0.283940
164.004652,0.283942
164.317242,0.283944
164.629832,0.283946
164.942422,0.283948
165.255012,0.283949
165.567602,0.283951
165.880192,0.283953
166.192782,0.283955
166.505372,0.283957
166.817962,0.283959
167.130552,0.283961
167.443142,0.283963
167.755732,0.283965
168.068322,0.283967
168.380912,0.283969
168.693502,0.283971
169.006092,0.283973
169.318682,0.283975
169.631272,0.283977
169.943862,0.283979
170.256452,0.283982
170.569042,0.283984
170.881632,0.283986
171.194222,0.283988
171.506812,0.283990
171.819402,0.283992
172.131992,0.283994
172.444582,0.283996
172.757172,0.283998
173.069762,0.284000
173.382352,0.284002
173.694942,0.284004
174.007532,0.284007
174.320122,0.284009
174.632712,0.284011
174.945302,0.284013
175.257892,0.284015
175.570482,0.284017
175.883072,0.284020
176.195662,0.284022
176.508252,0.284024
176.820842,0.284026
177.133432,0.284028
177.446022,0.284030
177.758612,0.284033
178.071202,0.284035
178.383792,0.284037
178.696382,0.284039
179.008972,0.284042
179.321562,0.284044
179.634152,0.284046
179.946742,0.284048
180.259332,0.284051
180.571922,0.284053
180.884512,0.284055
181.197102,0.284057
181.509692,0.284060
181.822282,0.284062
182.134872,0.284064
182.447462,0.284067
182.760052,0.284069
183.072642,0.284071
183.385232,0.284074
183.697822,0.284076
184.010412,0.284078
184.323001,0.284081
184.635591,0.284083
184.948181,0.284086
185.260771,0.284088
185.573361,0.284090
185.885951,0.284093
186.198541,0.284095
186.511131,0.284098
