# rshift,intensity
60.139292,0.047710
60.442223,0.047716
60.745155,0.047721
61.048086,0.047726
61.351018,0.047731
61.653949,0.047736
61.956881,0.047742
62.259812,0.047747
62.562744,0.047752
62.865675,0.047757
63.168607,0.047763
63.471538,0.047768
63.774470,0.047773
64.077401,0.047778
64.380333,0.047784
64.683264,0.047789
64.986196,0.047794
65.289127,0.047800
65.592059,0.047805
65.894990,0.047811
66.197922,0.047816
66.500853,0.047821
66.803785,0.047827
67.106716,0.047832
67.409648,0.047838
67.712579,0.047843
68.015511,0.047849
68.318442,0.047854
68.621374,0.047860
68.924305,0.047865
69.227237,0.047871
69.530168,0.047876
69.833100,0.047882
70.136031,0.047887
70.438963,0.047893
70.741894,0.047899
71.044826,0.047904
71.347757,0.047910
71.650689,0.047915
71.953620,0.047921
72.256552,0.047927
72.559483,0.047932
72.862415,0.047938
73.165346,0.047944
73.468278,0.047950
73.771209,0.047955
74.074141,0.047961
74.377072,0.047967
74.680004,0.047973
74.982935,0.047978
75.285867,0.047984
75.588798,0.047990
75.891730,0.047996
76.194661,0.048002
76.497593,0.048008
76.800524,0.048013
77.103456,0.048019
77.406387,0.048025
77.709319,0.048031
78.012250,0.048037
78.315182,0.048043
78.618113,0.048049
78.921045,0.048055
79.223976,0.048061
79.526908,0.048067
79.829839,0.048073
80.132771,0.048079
80.435702,0.048085
80.738634,0.048091
81.041565,0.048097
81.344497,0.048104
81.647428,0.048110
81.950360,0.048116
82.253291,0.048122
82.556223,0.048128
82.859154,0.048134
83.162086,0.048141
83.465017,0.048147
83.767949,0.048153
84.070880,0.048159
84.373812,0.048166
84.676743,0.048172
84.979675,0.048178
85.282606,0.048184
85.585538,0.048191
85.888469,0.048197
86.191401,0.048204
86.494332,0.048210
86.797264,0.048216
87.100195,0.048223
87.403127,0.048229
87.706058,0.048236
88.008990,0.048242
88.311921,0.048249
88.614853,0.048255
88.917784,0.048262
89.220716,0.048268
89.523647,0.048275
89.826579,0.048281
90.129510,0.048288
90.432442,0.048294
90.735373,0.048301
91.038305,0.048308
91.341236,0.048314
91.644168,0.048321
91.947099,0.048328
92.250031,0.048334
92.552962,0.048341
92.855894,0.048348
93.158825,0.048355
93.461757,0.048361
93.764688,0.048368
94.067620,0.048375
94.370551,0.048382
94.673483,0.048389
94.976414,0.048396
95.279346,0.048402
95.582277,0.048409
95.885209,0.048416
96.188140,0.048423
96.491072,0.048430
96.794003,0.048437
97.096935,0.048444
97.399866,0.048451
97.702798,0.048458
98.005729,0.048465
98.308661,0.048472
98.611592,0.048479
98.914524,0.048487
99.217455,0.048494
99.520387,0.048501
99.823318,0.048508
100.126250,0.048515
100.429181,0.048522
100.732113,0.048530
101.035044,0.048537
101.337976,0.048544
101.640907,0.048551
101.943839,0.048559
102.246770,0.048566
102.549702,0.048573
102.852633,0.048581
103.155565,0.048588
103.458496,0.048596
103.761428,0.048603
104.064359,0.048610
104.367291,0.048618
104.670222,0.048625
104.973154,0.048633
105.276085,0.048640
105.579017,0.048648
105.881948,0.048656
106.184880,0.048663
106.487811,0.048671
106.790743,0.048678
107.093674,0.048686
107.396606,0.048694
107.699537,0.048701
108.002469,0.048709
108.305400,0.048717
108.608332,0.048725
108.911263,0.048732
109.214195,0.048740
109.517126,0.048748
109.820058,0.048756
110.122989,0.048764
110.425921,0.048772
110.728852,0.048780
111.031784,0.048788
111.334715,0.048796
111.637647,0.048803
111.940578,0.048811
112.243510,0.048820
112.546441,0.048828
112.849373,0.048836
113.152304,0.048844
113.455236,0.048852
113.758167,0.048860
114.061099,0.048868
114.364030,0.048876
114.666962,0.048885
114.969893,0.048893
115.272825,0.048901
115.575756,0.048909
115.878688,0.048918
116.181619,0.048926
116.484551,0.048934
116.787482,0.048943
117.090414,0.048951
117.393345,0.048959
117.696277,0.048968
117.999208,0.048976
118.302140,0.048985
118.605071,0.048993
118.908003,0.049002
119.210934,0.049010
119.513866,0.049019
119.816797,0.049028
120.119729,0.049036
120.422660,0.049045
120.725592,0.049054
121.028523,0.049062
121.331455,0.049071
121.634386,0.049080
121.937318,0.049089
122.240249,0.049098
122.543181,0.049106
122.846112,0.049115
123.149044,0.049124
123.451975,0.049133
123.754907,0.049142
124.057838,0.049151
124.360770,0.049160
124.663701,0.049169
124.966633,0.049178
125.269564,0.049187
125.572496,0.049196
125.875427,0.049205
126.178359,0.049215
126.481290,0.049224
126.784222,0.049233
127.087153,0.049242
127.390085,0.049251
127.693016,0.049261
127.995948,0.049270
128.298879,0.049279
128.601811,0.049289
128.904742,0.049298
129.207674,0.049308
129.510605,0.049317
129.813537,0.049327
130.116468,0.049336
130.419400,0.049346
130.722331,0.049355
131.025263,0.049365
131.328194,0.049374
131.631126,0.049384
131.934057,0.049394
132.236989,0.049404
132.539920,0.049413
132.842852,0.049423
133.145783,0.049433
133.448715,0.049443
133.751646,0.049453
134.054578,0.049463
134.357509,0.049472
134.660441,0.049482
134.963372,0.049492
135.266304,0.049502
135.569235,0.049512
135.872167,0.049523
136.175098,0.049533
136.478030,0.049543
136.780961,0.049553
137.083893,0.049563
137.386824,0.049573
137.689756,0.049584
137.992687,0.049594
138.295619,0.049604
138.598550,0.049615
138.901482,0.049625
139.204413,0.049636
139.507345,0.049646
139.810276,0.049656
140.113208,0.049667
140.416139,0.049678
140.719071,0.049688
141.022002,0.049699
141.324934,0.049709
141.627865,0.049720
141.930797,0.049731
142.233728,0.049742
142.536660,0.049752
142.839591,0.049763
143.142523,0.049774
143.445454,0.049785
143.748386,0.049796
144.051317,0.049807
144.354249,0.049818
144.657180,0.049829
144.960112,0.049840
145.263043,0.049851
145.565975,0.049862
145.868906,0.049873
146.171838,0.049885
146.474769,0.049896
146.777701,0.049907
147.080632,0.049918
147.383564,0.049930
147.686495,0.049941
147.989427,0.049953
148.292358,0.049964
148.595290,0.049976
148.898221,0.049987
149.201153,0.049999
149.504084,0.050010
149.807016,0.050022
150.109947,0.050034
150.412879,0.050045
150.715810,0.050057
151.018742,0.050069
151.321673,0.050081
151.624605,0.050093
151.927536,0.050104
152.230468,0.050116
152.533399,0.050128
152.836331,0.050140
153.139262,0.050152
153.442194,0.050165
153.745125,0.050177
154.048057,0.050189
154.350988,0.050201
154.653920,0.050213
154.956851,0.050226
155.259783,0.050238
155.562714,0.050250
155.865646,0.050263
156.168577,0.050275
156.471509,0.050288
156.774440,0.050300
157.077372,0.050313
157.380303,0.050326
157.683235,0.050338
157.986166,0.050351
158.289098,0.050364
158.592029,0.050377
158.894961,0.050389
159.197892,0.050402
159.500824,0.050415
159.803755,0.050428
160.106687,0.050441
160.409618,0.050454
160.712550,0.050467
161.015481,0.050481
161.318413,0.050494
161.621344,0.050507
161.924276,0.050520
162.227207,0.050534
162.530139,0.050547
162.833070,0.050560
163.136002,0.050574
163.438933,0.050587
163.741865,0.050601
164.044796,0.050615
164.347728,0.050628
164.650659,0.050642
164.953591,0.050656
165.256522,0.050670
165.559454,0.050683
165.862385,0.050697
166.165317,0.050711
166.468248,0.050725
166.771180,0.050739
167.074111,0.050753
167.377043,0.050767
167.679974,0.050782
167.982906,0.050796
168.285837,0.050810
168.588769,0.050824
168.891700,0.050839
169.194632,0.050853
169.497563,0.050868
169.800495,0.050882
170.103426,0.050897
170.406358,0.050911
170.709289,0.050926
171.012221,0.050941
171.315152,0.050956
171.618084,0.050971
171.921015,0.050985
172.223947,0.051000
172.526878,0.051015
172.829810,0.051030
173.132741,0.051046
173.435673,0.051061
173.738604,0.051076
174.041536,0.051091
174.344467,0.051106
174.647399,0.051122
174.950330,0.051137
175.253262,0.051153
175.556193,0.051168
175.859125,0.051184
176.162056,0.051200
176.464988,0.051215
176.767919,0.051231
177.070851,0.051247
177.373782,0.051263
177.676714,0.051279
177.979645,0.051295
178.282577,0.051311
178.585508,0.051327
178.888440,0.051343
179.191371,0.051359
179.494303,0.051376
179.797234,0.051392
180.100166,0.051408
180.403097,0.051425
180.706029,0.051441
181.008960,0.051458
181.311892,0.051475
181.614823,0.051491
181.917755,0.051508
182.220686,0.051525
182.523618,0.051542
182.826549,0.051559
183.129481,0.051576
183.432412,0.051593
183.735344,0.051610
184.038275,0.051627
184.341207,0.051645
184.644138,0.051662
184.947070,0.051679
185.250001,0.051697
185.552933,0.051714
185.855864,0.051732
186.158796,0.051750
186.461727,0.051767
186.764659,0.051785
187.067590,0.051803
187.370522,0.051821
187.673453,0.051839
187.976385,0.051857
188.279316,0.051875
188.582248,0.051893
188.885179,0.051912
189.188111,0.051930
189.491042,0.051948
189.793974,0.051967
190.096905,0.051986
190.399837,0.052004
190.702768,0.052023
191.005700,0.052042
191.308631,0.052061
191.611563,0.052079
191.914494,0.052098
192.217426,0.052118
192.520357,0.052137
192.823289,0.052156
193.126220,0.052175
193.429152,0.052195
193.732083,0.052214
