# rshift,intensity
59.532252,0.323785
59.835184,0.323791
60.138115,0.323797
60.441047,0.323803
60.743978,0.323809
61.046910,0.323815
61.349841,0.323821
61.652773,0.323828
61.955704,0.323834
62.258636,0.323840
62.561567,0.323846
62.864499,0.323852
63.167430,0.323859
63.470362,0.323865
63.773293,0.323871
64.076225,0.323878
64.379156,0.323884
64.682088,0.323890
64.985019,0.323897
65.287951,0.323903
65.590882,0.323909
65.893814,0.323916
66.196745,0.323922
66.499677,0.323928
66.802608,0.323935
67.105540,0.323941
67.408471,0.323948
67.711403,0.323954
68.014334,0.323961
68.317266,0.323967
68.620197,0.323974
68.923129,0.323980
69.226060,0.323987
69.528992,0.323993
69.831923,0.324000
70.134855,0.324007
70.437786,0.324013
70.740718,0.324020
71.043649,0.324026
71.346581,0.324033
71.649512,0.324040
71.952444,0.324047
72.255375,0.324053
72.558307,0.324060
72.861238,0.324067
73.164170,0.324074
73.467101,0.324080
73.770033,0.324087
74.072964,0.324094
74.375896,0.324101
74.678827,0.324108
74.981759,0.324114
75.284690,0.324121
75.587622,0.324128
75.890553,0.324135
76.193485,0.324142
76.496416,0.324149
76.799348,0.324156
77.102279,0.324163
77.405211,0.324170
77.708142,0.324177
78.011074,0.324184
78.314005,0.324191
78.616937,0.324198
78.919868,0.324205
79.222800,0.324212
79.525731,0.324220
79.828663,0.324227
80.131594,0.324234
80.434526,0.324241
80.737457,0.324248
81.040389,0.324256
81.343320,0.324263
81.646252,0.324270
81.949183,0.324277
82.252115,0.324285
82.555046,0.324292
82.857978,0.324299
83.160909,0.324307
83.463841,0.324314
83.766772,0.324321
84.069704,0.324329
84.372635,0.324336
84.675567,0.324344
84.978498,0.324351
85.281430,0.324359
85.584361,0.324366
85.887293,0.324374
86.190224,0.324381
86.493156,0.324389
86.796087,0.324396
87.099019,0.324404
87.401950,0.324412
87.704882,0.324419
88.007813,0.324427
88.310745,0.324434
88.613676,0.324442
88.916608,0.324450
89.219539,0.324458
89.522471,0.324465
89.825402,0.324473
90.128334,0.324481
90.431265,0.324489
90.734197,0.324497
91.037128,0.324505
91.340060,0.324512
91.642991,0.324520
91.945923,0.324528
92.248854,0.324536
92.551786,0.324544
92.854717,0.324552
93.157649,0.324560
93.460580,0.324568
93.763512,0.324576
94.066443,0.324584
94.369375,0.324592
94.672306,0.324600
94.975238,0.324609
95.278169,0.324617
95.581101,0.324625
95.884032,0.324633
96.186964,0.324641
96.489895,0.324650
96.792827,0.324658
97.095758,0.324666
97.398690,0.324674
97.701621,0.324683
98.004553,0.324691
98.307484,0.324700
98.610416,0.324708
98.913347,0.324716
99.216279,0.324725
99.519210,0.324733
99.822142,0.324742
100.125073,0.324750
100.428005,0.324759
100.730936,0.324767
101.033868,0.324776
101.336799,0.324785
101.639731,0.324793
101.942662,0.324802
102.245594,0.324810
102.548525,0.324819
102.851457,0.324828
103.154388,0.324837
103.457320,0.324845
103.760251,0.324854
104.063183,0.324863
104.366114,0.324872
104.669046,0.324881
104.971977,0.324890
105.274909,0.324899
105.577840,0.324907
105.880772,0.324916
106.183703,0.324925
106.486635,0.324934
106.789566,0.324943
107.092498,0.324953
107.395429,0.324962
107.698361,0.324971
108.001292,0.324980
108.304224,0.324989
108.607155,0.324998
108.910087,0.325007
109.213018,0.325017
109.515950,0.325026
109.818881,0.325035
110.121813,0.325044
110.424744,0.325054
110.727676,0.325063
111.030607,0.325073
111.333539,0.325082
111.636470,0.325091
111.939402,0.325101
112.242333,0.325110
112.545265,0.325120
112.848196,0.325129
113.151128,0.325139
113.454059,0.325149
113.756991,0.325158
114.059922,0.325168
114.362854,0.325178
114.665785,0.325187
114.968717,0.325197
115.271648,0.325207
115.574580,0.325217
115.877511,0.325226
116.180443,0.325236
116.483374,0.325246
116.786306,0.325256
117.089237,0.325266
117.392169,0.325276
117.695100,0.325286
117.998032,0.325296
118.300963,0.325306
118.603895,0.325316
118.906826,0.325326
119.209758,0.325336
119.512689,0.325347
119.815621,0.325357
120.118552,0.325367
120.421484,0.325377
120.724415,0.325387
121.027347,0.325398
121.330278,0.325408
121.633210,0.325419
121.936141,0.325429
122.239073,0.325439
122.542004,0.325450
122.844936,0.325460
123.147867,0.325471
123.450799,0.325481
123.753730,0.325492
124.056662,0.325503
124.359593,0.325513
124.662525,0.325524
124.965456,0.325535
125.268388,0.325545
125.571319,0.325556
125.874251,0.325567
126.177182,0.325578
126.480114,0.325589
126.783045,0.325599
127.085977,0.325610
127.388909,0.325621
127.691840,0.325632
127.994772,0.325643
128.297703,0.325654
128.600635,0.325666
128.903566,0.325677
129.206498,0.325688
129.509429,0.325699
129.812361,0.325710
130.115292,0.325721
130.418224,0.325733
130.721155,0.325744
131.024087,0.325755
131.327018,0.325767
131.629950,0.325778
131.932881,0.325790
132.235813,0.325801
132.538744,0.325813
132.841676,0.325824
133.144607,0.325836
133.447539,0.325847
133.750470,0.325859
134.053402,0.325871
134.356333,0.325883
134.659265,0.325894
134.962196,0.325906
135.265128,0.325918
135.568059,0.325930
135.870991,0.325942
136.173922,0.325954
136.476854,0.325966
136.779785,0.325978
137.082717,0.325990
137.385648,0.326002
137.688580,0.326014
137.991511,0.326026
138.294443,0.326038
138.597374,0.326051
138.900306,0.326063
139.203237,0.326075
139.506169,0.326088
139.809100,0.326100
140.112032,0.326112
140.414963,0.326125
140.717895,0.326137
141.020826,0.326150
141.323758,0.326163
141.626689,0.326175
141.929621,0.326188
142.232552,0.326201
142.535484,0.326213
142.838415,0.326226
143.141347,0.326239
143.444278,0.326252
143.747210,0.326265
144.050141,0.326278
144.353073,0.326291
144.656004,0.326304
144.958936,0.326317
145.261867,0.326330
145.564799,0.326343
145.867730,0.326356
146.170662,0.326369
146.473593,0.326383
146.776525,0.326396
147.079456,0.326409
147.382388,0.326423
147.685319,0.326436
147.988251,0.326450
148.291182,0.326463
148.594114,0.326477
148.897045,0.326490
149.199977,0.326504
149.502908,0.326518
149.805840,0.326532
150.108771,0.326545
150.411703,0.326559
150.714634,0.326573
151.017566,0.326587
151.320497,0.326601
151.623429,0.326615
151.926360,0.326629
152.229292,0.326643
152.532223,0.326657
152.835155,0.326671
153.138086,0.326686
153.441018,0.326700
153.743949,0.326714
154.046881,0.326729
154.349812,0.326743
154.652744,0.326758
154.955675,0.326772
155.258607,0.326787
155.561538,0.326801
155.864470,0.326816
156.167401,0.326831
156.470333,0.326845
156.773264,0.326860
157.076196,0.326875
157.379127,0.326890
157.682059,0.326905
157.984990,0.326920
158.287922,0.326935
158.590853,0.326950
158.893785,0.326965
159.196716,0.326980
159.499648,0.326996
159.802579,0.327011
160.105511,0.327026
160.408442,0.327042
160.711374,0.327057
161.014305,0.327073
161.317237,0.327088
161.620168,0.327104
161.923100,0.327120
162.226031,0.327135
162.528963,0.327151
162.831894,0.327167
163.134826,0.327183
163.437757,0.327199
163.740689,0.327215
164.043620,0.327231
164.346552,0.327247
164.649483,0.327263
164.952415,0.327279
165.255346,0.327295
165.558278,0.327312
165.861209,0.327328
166.164141,0.327345
166.467072,0.327361
166.770004,0.327378
167.072935,0.327394
167.375867,0.327411
167.678798,0.327428
167.981730,0.327444
168.284661,0.327461
168.587593,0.327478
168.890524,0.327495
169.193456,0.327512
169.496387,0.327529
169.799319,0.327546
170.102250,0.327563
170.405182,0.327581
170.708113,0.327598
171.011045,0.327615
171.313976,0.327633
171.616908,0.327650
171.919839,0.327668
172.222771,0.327685
172.525702,0.327703
172.828634,0.327721
173.131565,0.327738
173.434497,0.327756
173.737428,0.327774
174.040360,0.327792
174.343291,0.327810
174.646223,0.327828
174.949154,0.327846
175.252086,0.327865
175.555017,0.327883
175.857949,0.327901
176.160880,0.327920
176.463812,0.327938
176.766743,0.327957
177.069675,0.327975
177.372606,0.327994
177.675538,0.328013
177.978469,0.328032
178.281401,0.328051
178.584332,0.328070
178.887264,0.328089
179.190195,0.328108
179.493127,0.328127
179.796058,0.328146
180.098990,0.328165
180.401921,0.328185
180.704853,0.328204
181.007784,0.328224
181.310716,0.328243
181.613647,0.328263
181.916579,0.328283
182.219510,0.328302
182.522442,0.328322
182.825373,0.328342
183.128305,0.328362
183.431236,0.328382
183.734168,0.328403
184.037099,0.328423
184.340031,0.328443
184.642962,0.328464
184.945894,0.328484
185.248825,0.328505
185.551757,0.328525
185.854688,0.328546
186.157620,0.328567
186.460551,0.328587
186.763483,0.328608
187.066414,0.328629
187.369346,0.328650
187.672277,0.328672
187.975209,0.328693
188.278140,0.328714
188.581072,0.328736
188.884003,0.328757
189.186935,0.328779
189.489866,0.328800
189.792798,0.328822
190.095729,0.328844
190.398661,0.328866
190.701592,0.328888
191.004524,0.328910
191.307455,0.328932
191.610387,0.328954
191.913318,0.328976
192.216250,0.328999
192.519181,0.329021
192.822113,0.329044
193.125044,0.329067
193.427976,0.329089
193.730907,0.329112
194.033839,0.329135
194.336770,0.329158
194.639702,0.329181
194.942633,0.329204
195.245565,0.329228
195.548496,0.329251
195.851428,0.329274
196.154359,0.329298
196.457291,0.329322
196.760222,0.329345
197.063154,0.329369
197.366085,0.329393
197.669017,0.329417
197.971948,0.329441
198.274880,0.329465
198.577811,0.329490
198.880743,0.329514
199.183674,0.329539
199.486606,0.329563
199.789537,0.329588
200.092469,0.329613
200.395400,0.329638
200.698332,0.329663
201.001263,0.329688
201.304195,0.329713
201.607126,0.329738
201.910058,0.329763
202.212989,0.329789
202.515921,0.329815
202.818852,0.329840
203.121784,0.329866
203.424715,0.329892
203.727647,0.329918
204.030578,0.329944
204.333510,0.329970
204.636441,0.329997
204.939373,0.330023
205.242304,0.330050
205.545236,0.330076
205.848167,0.330103
206.151099,0.330130
206.454030,0.330157
206.756962,0.330184
207.059893,0.330211
207.362825,0.330238
207.665756,0.330266
207.968688,0.330293
208.271619,0.330321
208.574551,0.330349
208.877482,0.330377
209.180414,0.330405
209.483345,0.330433
209.786277,0.330461
210.089208,0.330489
210.392140,0.330518
210.695071,0.330546
210.998003,0.330575
211.300934,0.330604
211.603866,0.330633
211.906797,0.330662
212.209729,0.330691
212.512660,0.330721
212.815592,0.330750
213.118523,0.330780
213.421455,0.330809
213.724386,0.330839
214.027318,0.330869
214.330249,0.330899
214.633181,0.330929
214.936112,0.330960
215.239044,0.330990
215.541975,0.331021
215.844907,0.331051
216.147838,0.331082
216.450770,0.331113
216.753701,0.331144
217.056633,0.331176
217.359564,0.331207
217.662496,0.331239
217.965427,0.331270
218.268359,0.331302
218.571290,0.331334
218.874222,0.331366
219.177153,0.331398
219.480085,0.331431
219.783016,0.331463
220.085948,0.331496
220.388879,0.331529
220.691811,0.331562
220.994742,0.331595
221.297674,0.331628
221.600605,0.331661
221.903537,0.331695
222.206468,0.331729
222.509400,0.331763
222.812331,0.331797
223.115263,0.331831
223.418194,0.331865
223.721126,0.331899
224.024057,0.331934
224.326989,0.331969
224.629920,0.332004
224.932852,0.332039
225.235783,0.332074
225.538715,0.332110
225.841646,0.332145
226.144578,0.332181
226.447509,0.332217
226.750441,0.332253
227.053372,0.332289
227.356304,0.332325
227.659235,0.332362
227.962167,0.332399
228.265098,0.332436
228.568030,0.332473
228.870961,0.332510
229.173893,0.332547
229.476824,0.332585
229.779756,0.332623
230.082687,0.332661
230.385619,0.332699
230.688550,0.332737
230.991482,0.332776
231.294413,0.332814
231.597345,0.332853
231.900276,0.332892
232.203208,0.332931
232.506139,0.332971
232.809071,0.333010
233.112002,0.333050
233.414934,0.333090
233.717865,0.333130
234.020797,0.333171
234.323728,0.333211
234.626660,0.333252
234.929591,0.333293
235.232523,0.333334
235.535454,0.333375
235.838386,0.333417
236.141317,0.333459
236.444249,0.333501
236.747180,0.333543
237.050112,0.333585
237.353043,0.333628
237.655975,0.333670
237.958906,0.333713
238.261838,0.333757
238.564769,0.333800
238.867701,0.333844
239.170632,0.333888
239.473564,0.333932
239.776495,0.333976
240.079427,0.334020
240.382358,0.334065
240.685290,0.334110
240.988221,0.334155
241.291153,0.334201
241.594084,0.334246
241.897016,0.334292
242.199947,0.334338
242.502879,0.334385
242.805810,0.334431
243.108742,0.334478
243.411673,0.334525
243.714605,0.334572
244.017536,0.334620
244.320468,0.334668
244.623399,0.334716
244.926331,0.334764
245.229262,0.334812
245.532194,0.334861
245.835125,0.334910
246.138057,0.334959
246.440988,0.335009
246.743920,0.335059
247.046851,0.335109
247.349783,0.335159
247.652714,0.335210
247.955646,0.335260
248.258577,0.335312
248.561509,0.335363
248.864440,0.335415
249.167372,0.335467
249.470303,0.335519
249.773235,0.335571
250.076166,0.335624
250.379098,0.335677
250.682029,0.335730
250.984961,0.335784
251.287892,0.335838
251.590824,0.335892
251.893755,0.335947
252.196687,0.336001
252.499618,0.336057
252.802550,0.336112
253.105481,0.336168
253.408413,0.336224
253.711344,0.336280
254.014276,0.336337
254.317207,0.336393
254.620139,0.336451
254.923070,0.336508
255.226002,0.336566
255.528933,0.336624
255.831865,0.336683
256.134796,0.336742
256.437728,0.336801
256.740659,0.336861
257.043591,0.336920
257.346522,0.336981
257.649454,0.337041
257.952385,0.337102
258.255317,0.337163
258.558248,0.337225
258.861180,0.337287
259.164111,0.337349
259.467043,0.337412
259.769974,0.337475
260.072906,0.337538
260.375837,0.337602
260.678769,0.337666
260.981700,0.337730
261.284632,0.337795
261.587563,0.337861
261.890495,0.337926
262.193426,0.337992
262.496358,0.338059
262.799289,0.338125
263.102221,0.338193
263.405152,0.338260
263.708084,0.338328
264.011015,0.338397
264.313947,0.338465
264.616878,0.338535
264.919810,0.338604
265.222741,0.338674
265.525673,0.338745
265.828604,0.338816
266.131536,0.338887
266.434467,0.338959
266.737399,0.339031
267.040330,0.339104
267.343262,0.339177
267.646193,0.339251
267.949125,0.339325
268.252056,0.339399
268.554988,0.339474
268.857919,0.339550
269.160851,0.339625
269.463782,0.339702
269.766714,0.339779
270.069645,0.339856
270.372577,0.339934
270.675508,0.340012
270.978440,0.340091
271.281371,0.340170
271.584303,0.340250
271.887234,0.340330
272.190166,0.340411
272.493097,0.340493
272.796029,0.340575
273.098960,0.340657
273.401892,0.340740
273.704823,0.340824
274.007755,0.340908
274.310686,0.340992
274.613618,0.341077
274.916549,0.341163
275.219481,0.341249
275.522412,0.341336
275.825344,0.341424
276.128275,0.341512
276.431207,0.341601
276.734138,0.341690
277.037070,0.341780
277.340001,0.341870
277.642933,0.341961
277.945864,0.342053
278.248796,0.342145
278.551727,0.342238
278.854659,0.342332
279.157590,0.342426
279.460522,0.342521
279.763453,0.342617
280.066385,0.342713
280.369316,0.342810
280.672248,0.342907
280.975179,0.343006
281.278111,0.343105
281.581042,0.343204
281.883974,0.343305
282.186905,0.343406
282.489837,0.343508
282.792768,0.343610
283.095700,0.343713
283.398631,0.343817
283.701563,0.343922
